2.270041,0
2.777685,1
3.282097,0
3.833958,1
4.329288,0
4.793095,0
5.329038,1
5.84993,1
6.39326,0
7.017815,1
7.489784,0
7.745978,1
8.034197,0
8.529373,1
8.985208,0
9.482038,1
10.03363,0
10.57736,1
10.86583,0
11.07374,1
11.34562,0
11.56941,1
11.84214,0
12.04903,1
12.36956,0
12.64205,1
13.11454,1
13.40929,0
13.66511,1
13.93769,0
14.14577,1
14.4174,0
14.70578,1
15.32917,0
15.58573,1
15.90595,0
16.12963,1
16.41732,0
16.62622,1
16.88214,0
17.40908,0
17.63351,1
17.88913,0
18.09848,1
18.41776,0
18.62486,1
18.91406,0
19.57027,1
20.0821,0
20.30574,1
20.5772,0
20.81788,1
21.08955,0
21.33018,1
21.62597,0
21.84267,1
22.11313,0
22.39411,1
22.64925,0
22.90545,1
23.56917,0
23.58652,1
24.145,0
24.16127,1
24.64171,0
24.65028,1
25.20124,0
25.21719,1
25.70593,0
25.71456,1
26.22598,0
26.24135,1
26.70544,0
26.71305,1
27.28097,0
27.29696,1
27.81784,0
27.8341,1
28.34536,0
28.61787,1
28.88911,0
29.14588,1
29.68944,1
29.94621,0
2.255095,0
2.618008,1
2.985966,0
3.459088,1
3.714957,0
4.306301,1
4.802884,0
5.170614,1
5.634158,0
5.874209,1
6.458053,0
6.955118,0
7.433753,1
7.946186,1
8.522178,0
8.95414,1
9.522566,0
9.777822,1
10.04985,0
10.29069,1
10.59388,0
10.60979,1
11.1944,1
11.22115,0
11.73892,1
11.97893,0
12.18671,1
12.49115,0
13.01769,0
13.25821,1
13.51459,0
13.75414,1
14.05873,0
14.57816,0
14.83586,1
15.35484,1
15.64173,0
16.14641,1
16.3872,1
16.92286,1
17.38696,0
17.64278,1
17.91391,0
18.13797,1
18.3943,0
18.41038,1
18.94668,1
19.60216,1
20.0025,1
20.24254,0
20.51408,1
20.77109,0
21.09097,1
21.36243,1
21.61804,1
21.84368,0
22.21019,0
22.6184,1
22.94591,0
23.18724,1
23.69085,0
23.70642,1
24.21024,1
24.22604,0
24.72997,0
24.73849,1
25.24987,1
25.49011,0
25.79446,0
26.08285,1
26.3071,0
26.56315,1
26.78665,0
27.01046,1
27.29783,1
27.82721,1
28.42602,1
28.61835,0
28.85867,1
29.15458,0
29.68979,0
29.93111,1
30.18679,0
30.44289,1
30.7144,0
30.95453,1
31.19404,0
31.48203,0
31.50675,1
31.99493,0
32.00242,1
32.5547,1
32.5709,0
33.04987,0
33.2744,1
33.56306,0
